the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at
,SS,Region VII,Cebu,Borbon,Cebu,Borbon,225,Bongdo NHS,230000,,,303105,42851,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Borbon,Cebu,Borbon,690,Borbon NHS,610000,,,303106,42852,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Borbon,Cebu,Borbon,118,Campusong NHS,177000,,,303107,42853,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Borbon,Cebu,Borbon,236,Do̱a Milagros MNHS,332000,,,303108,42854,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,San Fernando,Cebu,San Fernando,194,Tubod NHS (San Fernando),269000,,,303117,42862,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Cebu City (Capital),Cebu City,North District 1,333,Lusaran NHS,379000,,,303132,42877,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Cebu City (Capital),Cebu City,South District 5,275,Toong NHS (Day),289000,,,303149,42894,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Cebu City (Capital),Cebu City,South District 7,442,Sudlon NHS,461000,,,303164,42909,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,Lapu-Lapu City North District,579,Mactan NHS - Punta Engano HS Ext.,395000,,,303179,42924,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,Lapu-Lapu City East District,164,Felipe F. Matbagon Memorial High School,192000,,,303190,42935,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Dalaguete,Cebu,Dalaguete I,349,Caleriohan National High School,349000,,,312411,43131,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Asturias,Cebu,Asturias,253,Manguiao NHS,219000,,,312418,43138,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Borbon,Cebu,Borbon,282,Mar and Dorie Darunday NHS,307000,,,312423,43143,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,San Remigio,Cebu,San Remegio II,117,Anapog Integrated School,152000,,,312440,43160,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,San Remigio,Cebu,San Remegio II,177,Tambongon Integrated School,162000,,,312444,43164,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Cebu City (Capital),Cebu City,South District 5,146,Pamutan Integrated School,163000,,,312507,43196,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Cebu City (Capital),Cebu City,North District 2,134,Taptap IS,189000,,,312508,43197,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Cebu City (Capital),Cebu City,South District 7,129,Bitlang National High School,194000,,,312509,43198,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Cebu City (Capital),Cebu City,South District 4,154,SIBUGAY HS,210000,,,312516,43205,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,Lapu-Lapu City South District,446,Sudtonggan (Night) High School,318000,,,312704,43210,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,City of Carcar,Carcar City,Carcar I,97,Pit-os National High School,,,,324903,43345,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Cebu,City of Carcar,Carcar City,Carcar I,185,Tuyom National High School,,,,324904,43346,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Compostela,Compostela Valley,Compostela,120,Panansalan ES,79000,,,128273,29482,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,102,Anitap ES,91000,,,128281,29490,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,377,Barubo ES,205000,,,128284,29493,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,115,Bayanihan ES,88000,,,128285,29494,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,284,Bullokan ES,141000,,,128289,29498,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,176,Candiis ES,110000,,,128290,29499,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,333,Concepcion ES,164000,,,128292,29501,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,89,El Katipunan ES,104000,,,128296,29505,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,86,Hinagtungan ES,84000,,,128297,29506,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,132,Ilpapa ES,105000,,,128298,29507,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,126,Kibaguio ES,98000,,,128303,29512,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,412,Kidawa ES,200000,,,128304,29513,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,458,Kilagdeng ES,209000,,,128305,29514,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,171,Kiokmay ES,120000,,,128306,29515,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,126,L.S. Sarmiento ES,107000,,,128307,29516,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,432,Langtud Elementary School,226000,,,128309,29518,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,171,Libuton ES,125000,,,128310,29519,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,437,Longanapan ES,220000,,,128311,29520,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,127,Makopa ES,106000,,,128314,29523,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,158,Malinao Elementary School,122000,,,128315,29524,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,287,Naga ES,150000,,,128318,29527,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,556,San Antonio ES,256000,,,128322,29531,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,137,Sisimon ES,108000,,,128323,29532,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,392,Anitapan ES,213000,,,128328,29536,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,368,Cabuyoan ES,201000,,,128329,29537,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,627,Cadunan ES,316000,,,128330,29538,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,338,Candinuyan ES,169000,,,128331,29539,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,215,Del Pilar ES,130000,,,128332,29540,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,587,Don William Gemperle ES,258000,,,128333,29541,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,158,Libudon ES,112000,,,128334,29542,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,1297,Mabini CES,589000,,,128335,29543,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,168,Manasa ES,124000,,,128337,29545,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,169,Masicareg ES,117000,,,128338,29546,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,656,Panamin ES,265000,,,128339,29547,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,1382,Pindasan ES,589000,,,128340,29548,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,329,San Antonio ES,167000,,,128341,29549,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,245,Tagbalabao ES,143000,,,128343,29550,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco North,883,Elizalde ES,401000,,,128347,29554,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco North,488,Gayab ES,240000,,,128348,29555,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco North,149,Gubatan ES,110000,,,128349,29556,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco North,39,New Barili ES,52000,,,128356,29563,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco North,156,New Visayas ES,117000,,,128357,29564,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco North,81,Sangab ES,75000,,,128360,29567,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco North,18,Singanan PS,51000,,,128361,29568,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco South,414,Kaburakanan ES,205000,,,128366,29573,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco South,61,Manipongol ES,80000,,,128370,29576,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco South,133,Mapaang ES,104000,,,128371,29577,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco South,90,Panangan ES,80000,,,128374,29579,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco South,506,Teresa ES,218000,,,128377,29582,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maragusan (San Mariano),Compostela Valley,Maragusan,96,Mahayahay ES,77000,,,128386,29591,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maragusan (San Mariano),Compostela Valley,Maragusan,58,Mabugnao ES,83000,,,128387,29592,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maragusan (San Mariano),Compostela Valley,Maragusan,29,New Negros ES,58000,,,128394,29599,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maragusan (San Mariano),Compostela Valley,Maragusan,141,Parasanon ES,118000,,,128398,29603,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maragusan (San Mariano),Compostela Valley,Maragusan,167,Saranga ES,112000,,,128399,29604,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maragusan (San Mariano),Compostela Valley,Maragusan,68,Tandik ES,70000,,,128401,29606,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maragusan (San Mariano),Compostela Valley,Maragusan,65,Tuburan ES,81000,,,128403,29608,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mawab,Compostela Valley,Mawab,82,Katipunan ES,79000,,,128409,29614,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mawab,Compostela Valley,Mawab,13,San Vicente PS,54000,,,128417,29622,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mawab,Compostela Valley,Mawab,429,TUBORAN ES,225000,,,128422,29627,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Monkayo,Compostela Valley,Moncayo,67,Matangad ES,85000,,,128438,29643,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,182,Banglasan ES,130000,,,128460,29665,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,262,Camansi ES,163000,,,128462,29667,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,221,Camantangan ES,139000,,,128463,29668,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,214,Canidkid ES,137000,,,128464,29669,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,78,Mabanda PS,80000,,,128467,29672,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,148,Magtaya PS,93000,,,128468,29673,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,435,Mayaon ES,243000,,,128469,29674,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,277,Mayobe ES,153000,,,128470,29675,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,233,New Dalaguete ES,127000,,,128473,29678,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,423,Prosperidad ES,219000,,,128475,29680,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,24,Prosperidad Tribal PS,62000,,,128476,29681,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,143,Sambayon ES,104000,,,128477,29682,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Nabunturan (Capital),Compostela Valley,Nabunturan East,68,New Dauis ES,80000,,,128495,29700,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Nabunturan (Capital),Compostela Valley,Nabunturan East,242,Pangutosan ES,145000,,,128497,29702,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Nabunturan (Capital),Compostela Valley,Nabunturan East,99,San Vicente ES,79000,,,128498,29703,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Nabunturan (Capital),Compostela Valley,Nabunturan West,167,Bayabas ES,112000,,,128501,29706,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Pantukan,Compostela Valley,Pantukan,195,Biasong ES,113000,,,128536,29741,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Pantukan,Compostela Valley,Pantukan,401,Binogsayan ES,184000,,,128537,29742,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Pantukan,Compostela Valley,Pantukan,492,Boringot ES,216000,,,128540,29745,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Pantukan,Compostela Valley,Pantukan,309,Diat ES,155000,,,128541,29746,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Pantukan,Compostela Valley,Pantukan,415,Lahi ES,203000,,,128545,29750,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Pantukan,Compostela Valley,Pantukan,66,Liniputan ES,79000,,,128547,29752,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Pantukan,Compostela Valley,Pantukan,53,Pulang Lupa PS,69000,,,128557,29762,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Pantukan,Compostela Valley,Pantukan,156,Sarog ES,128000,,,128558,29763,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Nabunturan (Capital),Compostela Valley,Nabunturan East,110,Sasa ES,91000,,,204005,31008,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Mabini (Do̱a Alicia),Compostela Valley,Mabini,96,Kapoc ES,97000,,,204013,31016,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Pantukan,Compostela Valley,Pantukan,56,Upper Camili ES,75000,,,204015,31018,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Maco,Compostela Valley,Maco North,114,Liboac PS,87000,,,204017,31020,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Montevista,Compostela Valley,Montevista,59,Cabanggatan PS,68000,,,204019,31021,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Compostela,Compostela Valley,Compostela,60,Maugat PS,62000,,,204021,31023,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region XI,Compostela Valley,Laak (San Vicente),Compostela Valley,Laak,96,Limot ES,86000,,,204022,31024,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
