the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at,address
NA,ES,ARMM,Lanao Del Sur,Lumbatan,Lanao del Sur - IIA,Lumbatan II,152,Lunay PS,NA,NA,NA,133672,35053,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lunay Primary School, Lumbatan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbatan,Lanao del Sur - IIA,Lumbatan II,428,Macadar CES,NA,NA,NA,133673,35054,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Macadar CElementary School, Lumbatan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbatan,Lanao del Sur - IIA,Lumbatan I,58,S. Batuampar PS,NA,NA,NA,133674,35055,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"S. Batuampar Primary School, Lumbatan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbatan,Lanao del Sur - IIA,Lumbatan II,137,Dalama PS,NA,NA,NA,133675,35056,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dalama Primary School, Lumbatan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbatan,Lanao del Sur - IIA,Lumbatan II,183,Tambac PS,NA,NA,NA,133676,35057,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tambac Primary School, Lumbatan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbaca-Unayan,Lanao del Sur - IIA,Lumbaca Unayan,283,Ariman Guro Elementary school,NA,NA,NA,133677,35058,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ariman Guro Elementary school, Lumbaca-Unayan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbaca-Unayan,Lanao del Sur - IIA,Lumbaca Unayan,90,Cadayonan PS,NA,NA,NA,133679,35060,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cadayonan Primary School, Lumbaca-Unayan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbaca-Unayan,Lanao del Sur - IIA,Lumbaca Unayan,114,Calalon Primary School,NA,NA,NA,133680,35061,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calalon Primary School, Lumbaca-Unayan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbaca-Unayan,Lanao del Sur - IIA,Lumbaca Unayan,349,Dilausan Central Elementary School,NA,NA,NA,133681,35062,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dilausan Central Elementary School, Lumbaca-Unayan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbaca-Unayan,Lanao del Sur - IIA,Lumbaca Unayan,187,Lumbac Primary School,NA,NA,NA,133682,35063,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lumbac Primary School, Lumbaca-Unayan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbaca-Unayan,Lanao del Sur - IIA,Lumbaca Unayan,113,Pindolonan PS,NA,NA,NA,133683,35064,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pindolonan Primary School, Lumbaca-Unayan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbatan,Lanao del Sur - IIA,Lumbaca Unayan,61,Tringun PS,NA,NA,NA,133684,35065,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tringun Primary School, Lumbatan, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague I,243,Balaigay ES,NA,NA,NA,133685,35066,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Balaigay Elementary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,120,Beruar PS,NA,NA,NA,133686,35067,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Beruar Primary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,219,Bualan ES,NA,NA,NA,133687,35068,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bualan Elementary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,104,Cadingilan PS,NA,NA,NA,133688,35069,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cadingilan Primary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague I,190,Deromoyod PS,NA,NA,NA,133691,35071,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Deromoyod Primary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,69,Lamin PS,NA,NA,NA,133692,35072,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lamin Primary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,214,Lumbayanague ES,NA,NA,NA,133693,35073,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lumbayanague Elementary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,61,Miniros PS,NA,NA,NA,133694,35074,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Miniros Primary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,220,Nanagun ES,NA,NA,NA,133695,35075,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Nanagun Elementary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,59,Pantaon PS,NA,NA,NA,133696,35076,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pantaon Primary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague I,188,Pascan,NA,NA,NA,133697,35077,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pascan, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,57,Raya Miniros PS,NA,NA,NA,133698,35078,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Raya Miniros Primary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague I,249,Saloloy ES,NA,NA,NA,133699,35079,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Saloloy Elementary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague II,246,Singcara CES,NA,NA,NA,133700,35080,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Singcara CElementary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague I,338,Sultan Gunting CES,NA,NA,NA,133701,35081,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sultan Gunting CElementary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague I,266,Sultan Para ES,NA,NA,NA,133702,35082,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sultan Para Elementary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Lumbayanague,Lanao del Sur - IIA,Lumbayanague I,306,Wago ES,NA,NA,NA,133703,35083,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Wago Elementary School, Lumbayanague, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,South Madalum,52,Bubong PS,NA,NA,NA,133705,35084,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bubong Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,South Madalum,324,Kormatan ES,NA,NA,NA,133706,35085,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Kormatan Elementary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,South Madalum,138,Linuk Primary School,NA,NA,NA,133707,35086,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Linuk Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,South Madalum,219,Madalum CES,NA,NA,NA,133709,35087,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Madalum CElementary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,South Madalum,187,Madaya ES,NA,NA,NA,133710,35088,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Madaya Elementary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,South Madalum,204,Sugod Elementary School,NA,NA,NA,133711,35089,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sugod Elementary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,88,Bubong PS,NA,NA,NA,133712,35090,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bubong Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,47,Cabasaran Primary School,NA,NA,NA,133713,35091,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cabasaran Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,10,Cadayonan PS,NA,NA,NA,133714,35092,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cadayonan Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,106,Liangan PS,NA,NA,NA,133715,35093,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Liangan Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,309,Pagayawan Central Elem.School,NA,NA,NA,133716,35094,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pagayawan Central Elem.School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,110,Raya PS,NA,NA,NA,133717,35095,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Raya Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,127,Sabanding PS,NA,NA,NA,133718,35096,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sabanding Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,201,Salongabanding ES,NA,NA,NA,133719,35097,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Salongabanding Elementary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,120,Tamporong PS,NA,NA,NA,133720,35098,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tamporong Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madalum,Lanao del Sur - IIB,North Madalum,88,Tongantongan PS,NA,NA,NA,133721,35099,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tongantongan Primary School, Madalum, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Upper Madamba,141,Liangan PS,NA,NA,NA,133723,35100,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Liangan Primary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Upper Madamba,323,Moriatao Gadong ES,NA,NA,NA,133724,35101,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Moriatao Gadong Elementary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Upper Madamba,106,Palao PS,NA,NA,NA,133725,35102,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Palao Primary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Upper Madamba,243,PANTAR PRIMARY SCHOOL,NA,NA,NA,133726,35103,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"PANTAR PRIMARY SCHOOL, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Upper Madamba,229,Punud ES,NA,NA,NA,133727,35104,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Punud Elementary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Upper Madamba,247,Tabaran PS,NA,NA,NA,133728,35105,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tabaran Primary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Upper Madamba,287,Tambo ES,NA,NA,NA,133729,35106,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tambo Elementary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Upper Madamba,624,Uyaan CES,NA,NA,NA,133731,35107,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Uyaan CElementary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Lower Madamba,203,Linuk ES,NA,NA,NA,133732,35108,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Linuk Elementary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Lower Madamba,230,Cabasaran ES,NA,NA,NA,133733,35109,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cabasaran Elementary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Lower Madamba,245,Lumbac a Ingud PS,NA,NA,NA,133734,35110,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lumbac a Ingud Primary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Lower Madamba,324,Madamba CES,NA,NA,NA,133735,35111,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Madamba CElementary School, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Madamba,Lanao del Sur - IIB,Lower Madamba,349,Toka elementary school,NA,NA,NA,133736,35112,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Toka elementary school, Madamba, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,North Malabang,118,Cabasaran PS,NA,NA,NA,133737,35113,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cabasaran Primary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,North Malabang,2013,Jose Abad Santos CES,NA,NA,NA,133740,35114,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Jose Abad Santos CElementary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,North Malabang,97,Lower Pialot PS,NA,NA,NA,133742,35115,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lower Pialot Primary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,North Malabang,167,Macaurandig PS,NA,NA,NA,133743,35116,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Macaurandig Primary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,North Malabang,132,Madaya PS,NA,NA,NA,133744,35117,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Madaya Primary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,North Malabang,150,Montay PS,NA,NA,NA,133746,35119,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Montay Primary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,North Malabang,81,Pialot PS,NA,NA,NA,133748,35120,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pialot Primary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,North Malabang,553,Tubok ES,NA,NA,NA,133750,35121,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tubok Elementary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,South Malabang,295,Ansao Mem. ES,NA,NA,NA,133751,35122,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ansao Mem. Elementary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,South Malabang,537,Calimodan Vil. ES,NA,NA,NA,133753,35123,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calimodan Vil. Elementary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,South Malabang,82,Calombog Elementary School,NA,NA,NA,133754,35124,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calombog Elementary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,South Malabang,72,Diamaro PS,NA,NA,NA,133755,35125,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Diamaro Primary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,South Malabang,817,Malabang central elementary pilot school,NA,NA,NA,133756,35126,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Malabang central elementary pilot school, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,South Malabang,70,Masao PS,NA,NA,NA,133757,35127,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Masao Primary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,South Malabang,181,Ocsio Mem. ES,NA,NA,NA,133758,35128,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ocsio Mem. Elementary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,South Malabang,79,Stanie D. Kahler PS,NA,NA,NA,133759,35129,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Stanie D. Kahler Primary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Malabang,Lanao del Sur - IIB,South Malabang,115,Tiongcop ES,NA,NA,NA,133760,35130,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tiongcop Elementary School, Malabang, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Marogong,Lanao del Sur - IIA,Marogong,220,Balt ES,NA,NA,NA,133761,35131,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Balt Elementary School, Marogong, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Marogong,Lanao del Sur - IIA,Marogong,45,Banday PS,NA,NA,NA,133762,35132,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Banday Primary School, Marogong, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Marogong,Lanao del Sur - IIA,Marogong,58,Gandamato PS,NA,NA,NA,133769,35133,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Gandamato Primary School, Marogong, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Marogong,Lanao del Sur - IIA,Marogong,80,Linggiay PS,NA,NA,NA,133771,35134,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Linggiay Primary School, Marogong, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Marogong,Lanao del Sur - IIA,Marogong,45,Logitip PS,NA,NA,NA,133772,35135,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Logitip Primary School, Marogong, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Marogong,Lanao del Sur - IIA,Marogong,31,Pangonayan PS,NA,NA,NA,133776,35137,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pangonayan Primary School, Marogong, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Marogong,Lanao del Sur - IIA,Marogong,64,Pimbataan PS,NA,NA,NA,133778,35138,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pimbataan Primary School, Marogong, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Calanogas,Lanao del Sur - IIB,Calanogas,138,Bubongaranao Primary School,NA,NA,NA,133780,35139,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bubongaranao Primary School, Calanogas, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Calanogas,Lanao del Sur - IIB,Calanogas,462,Calanogas Central Elementary School,NA,NA,NA,133781,35140,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calanogas Central Elementary School, Calanogas, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Calanogas,Lanao del Sur - IIB,Calanogas,226,Ngingir ES,NA,NA,NA,133784,35141,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ngingir Elementary School, Calanogas, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Calanogas,Lanao del Sur - IIB,Calanogas,341,Darusalam Elementary School,NA,NA,NA,133787,35142,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Darusalam Elementary School, Calanogas, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Calanogas,Lanao del Sur - IIB,Calanogas,351,Sultan Disimban ES,NA,NA,NA,133788,35143,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sultan Disimban Elementary School, Calanogas, Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Pagayawan (Tatarikan),Lanao del Sur - IIB,Pagayawan,178,Ayong Primary School,NA,NA,NA,133789,35144,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ayong Primary School, Pagayawan (Tatarikan), Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Pagayawan (Tatarikan),Lanao del Sur - IIB,Pagayawan,202,Bandaraingud ES,NA,NA,NA,133790,35145,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bandaraingud Elementary School, Pagayawan (Tatarikan), Lanao Del Sur"
NA,ES,ARMM,Lanao Del Sur,Pagayawan (Tatarikan),Lanao del Sur - IIB,Pagayawan,165,Cadayonan PS (Bater),NA,NA,NA,133792,35146,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cadayonan Primary School (Bater), Pagayawan (Tatarikan), Lanao Del Sur"
