the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at,address
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,230,Jelicuon ES,161000,NA,NA,116125,16787,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Jelicuon Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,170,Jiloca ES,127000,NA,NA,116126,16788,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Jiloca Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,241,Maraguit ES,152000,NA,NA,116127,16789,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Maraguit Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,291,Martin Cubil ES,188000,NA,NA,116128,16790,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Martin Cubil Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,90,Moises Cuello PS,86000,NA,NA,116129,16791,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Moises Cuello Primary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,155,P. Muyuela ES,117000,NA,NA,116130,16792,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"P. Muyuela Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,267,Puga ES,170000,NA,NA,116131,16793,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Puga Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,174,Tabares ES,127000,NA,NA,116132,16794,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tabares Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,273,Tigbauan Road ES,181000,NA,NA,116133,16795,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tigbauan Road Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,160,V. Ferro MES,119000,NA,NA,116134,16796,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"V. Ferro MElementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan I,55,Venancio Deseda MPS,74000,NA,NA,116135,16797,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Venancio Deseda MPS, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,55,Corazon Galindo PS,73000,NA,NA,116138,16800,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Corazon Galindo Primary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,154,Doroteo Lujan ES,132000,NA,NA,116139,16801,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Doroteo Lujan Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,110,Guibuangan Elementary School,86000,NA,NA,116142,16804,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Guibuangan Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,163,Inaca ES,124000,NA,NA,116143,16805,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Inaca Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,228,Ito ES,140000,NA,NA,116144,16806,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ito Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,60,J. Pueyo Elementary School,79000,NA,NA,116145,16807,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"J. Pueyo Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,189,Marin ES,132000,NA,NA,116146,16808,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Marin Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,44,Morobuan PS,69000,NA,NA,116148,16810,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Morobuan Primary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,17,Pamuringao Proper PS,61000,NA,NA,116149,16811,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pamuringao Proper Primary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,161,Parre̱o ES,129000,NA,NA,116150,16812,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Parre̱o Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,183,Pungtod Elementary School,132000,NA,NA,116151,16813,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pungtod Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,177,Salacay ES,129000,NA,NA,116152,16814,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Salacay Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Cabatuan,Iloilo,Cabatuan II,124,Tupol ES,116000,NA,NA,116155,16817,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tupol Elementary School, Cabatuan, Iloilo"
NA,ES,Region VI,Iloilo,Calinog,Iloilo,Calinog I,185,Gama ES,139000,NA,NA,116163,16825,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Gama Elementary School, Calinog, Iloilo"
NA,ES,Region VI,Iloilo,Calinog,Iloilo,Calinog I,516,Guiso ES,273000,NA,NA,116165,16827,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Guiso Elementary School, Calinog, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,558,Abong ES,274000,NA,NA,116198,16859,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Abong Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,998,Bancal ES,428000,NA,NA,116201,16862,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bancal Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,198,Barangcalan ES,115000,NA,NA,116202,16863,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Barangcalan Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,357,Barosbos ES,187000,NA,NA,116203,16864,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Barosbos Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,264,Batuanan ES,136000,NA,NA,116204,16865,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Batuanan Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,464,Bito-on ES,216000,NA,NA,116206,16867,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bito-on Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,398,Bolo ES,198000,NA,NA,116207,16868,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bolo Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,417,Cabilao ES,229000,NA,NA,116210,16871,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cabilao Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,42,Ca̱a PS,63000,NA,NA,116211,16872,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Ca̱a Primary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,392,Cawayan ES,250000,NA,NA,116213,16874,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cawayan Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,137,Cawayan PS,93000,NA,NA,116214,16875,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Cawayan Primary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,125,Dayhagan ES,92000,NA,NA,116215,16876,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dayhagan Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,505,Guinticgan Elementary School,253000,NA,NA,116218,16879,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Guinticgan Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,173,Manlot Elementary School,113000,NA,NA,116220,16881,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Manlot Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,297,Pantalan ES,205000,NA,NA,116222,16883,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Pantalan Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,339,Tabugon Elementary School,169000,NA,NA,116226,16887,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tabugon Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,283,Talingting ES,184000,NA,NA,116227,16888,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Talingting Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,566,Tarong ES,270000,NA,NA,116228,16889,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tarong Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,301,Tinigban ES,155000,NA,NA,116229,16890,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tinigban Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,311,TOONG ELEMENTARY SCHOOL,131000,NA,NA,116230,16891,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"TOONG ELEMENTARY SCHOOL, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,180,Tunga Elementary School,96000,NA,NA,116231,16892,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tunga Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Carles,Iloilo,Carles,310,Tupaz ES,171000,NA,NA,116232,16893,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tupaz Elementary School, Carles, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,372,Aglosong ES,206000,NA,NA,116233,16894,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Aglosong Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,25,Miape-Aro PS,63000,NA,NA,116234,16895,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Miape-Aro Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,75,Bagotao PS,94000,NA,NA,116236,16897,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bagotao Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,137,Baliguian PS,87000,NA,NA,116237,16898,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Baliguian Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,193,Borres Posadas ES,129000,NA,NA,116238,16899,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Borres Posadas Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,60,Botlog PS,70000,NA,NA,116239,16900,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Botlog Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,114,Calamigan ES,107000,NA,NA,116240,16901,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calamigan Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,486,Claudia Morata Villarias MES,251000,NA,NA,116241,16902,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Claudia Morata Villarias MElementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,1346,Concepcion CS,642000,NA,NA,116242,16903,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Concepcion CS, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,570,Crisanto M. Ciriaco MES,262000,NA,NA,116243,16904,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Crisanto M. Ciriaco MElementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,92,Danao-Danao PS,87000,NA,NA,116244,16905,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Danao-Danao Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,239,Domingo Y. Sobremonte MS,137000,NA,NA,116245,16906,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Domingo Y. Sobremonte MS, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,112,Donato Valderrama PS,81000,NA,NA,116246,16907,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Donato Valderrama Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,47,Dungon PS,64000,NA,NA,116247,16908,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Dungon Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,638,Fernando A. Arlos MS,305000,NA,NA,116248,16909,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Fernando A. Arlos MS, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,33,Guinmisahan PS,67000,NA,NA,116249,16910,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Guinmisahan Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,230,Jamul-awon ES,149000,NA,NA,116250,16911,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Jamul-awon Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,35,Liburon PS,63000,NA,NA,116251,16912,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Liburon Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,400,Lo-ong ES,206000,NA,NA,116252,16913,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Lo-ong Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,186,Macalbang ES,135000,NA,NA,116253,16914,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Macalbang Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,78,Maliog-liog ES,96000,NA,NA,116254,16915,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Maliog-liog Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,187,Narciso Centeno ES,156000,NA,NA,116256,16917,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Narciso Centeno Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,188,Nipa ES,128000,NA,NA,116258,16919,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Nipa Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,73,Punting PS,82000,NA,NA,116260,16921,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Punting Primary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,126,Salvacion ES,103000,NA,NA,116261,16922,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Salvacion Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,415,Sanggutan ES,220000,NA,NA,116262,16923,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Sanggutan Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,416,Taloto-an ES,229000,NA,NA,116263,16924,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Taloto-an Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Concepcion,Iloilo,Concepcion,117,Tamis-ac ES,114000,NA,NA,116264,16925,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Tamis-ac Elementary School, Concepcion, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,392,Abangay Elementary School,221000,NA,NA,116265,16926,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Abangay Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,263,Agsalanan Elementary School,166000,NA,NA,116266,16927,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Agsalanan Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,297,Agtatacay-Gutao ES,176000,NA,NA,116267,16928,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Agtatacay-Gutao Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,207,Alegria ES,138000,NA,NA,116268,16929,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Alegria Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,185,Bongloy ES,150000,NA,NA,116269,16930,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Bongloy Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,156,Caguyuman ES,129000,NA,NA,116270,16931,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Caguyuman Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,461,Calicuang ES,245000,NA,NA,116271,16932,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Calicuang Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,121,Camambugan ES,119000,NA,NA,116272,16933,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Camambugan Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,180,Libo-o ES,130000,NA,NA,116276,16937,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Libo-o Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,148,Agustin Muyco Elementary School,128000,NA,NA,116277,16938,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Agustin Muyco Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,162,Matangharon Elementary School,126000,NA,NA,116278,16939,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Matangharon Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,171,Moroboro Elementary School,127000,NA,NA,116279,16940,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Moroboro Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,202,Nazuni Elementary School,140000,NA,NA,116280,16941,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Nazuni Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,122,Potolan ES,119000,NA,NA,116281,16942,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"Potolan Elementary School, Dingle, Iloilo"
NA,ES,Region VI,Iloilo,Dingle,Iloilo,Dingle,231,San Jose ES,154000,NA,NA,116282,16943,2015-04-16T08:49:16.084Z,2015-04-16T08:49:16.084Z,"San Jose Elementary School, Dingle, Iloilo"
